0,0,3652.236294,3334.817089;ONLY,Mueller
0,0,4800.622854,3439.683148;PBM,go
0,0,1771.573501,2600.821333;helluva,ya
0,0,4121.386002,1675.826327;all,VAX
0,0,1158.067230,3534.231767;Mueller,VAX
0,0,4150.643029,3311.399734;try,that
0,0,1045.930079,3532.747590;help,From
0,0,3782.045515,2255.345787;There,go
0,0,2967.355624,2133.590000;PBM,that
0,0,4383.337147,2994.982843;go,Rene
0,0,2896.873978,2516.696563;Mueller,Mueller
0,0,2049.813324,2114.785432;Rene,Mueller
0,0,2702.390022,3095.577502;Mueller,season
0,0,4171.884201,2001.620111;season,doing
0,0,3134.090116,1191.721866;doing,PBM
0,0,4658.530513,1525.378677;Subject,VAX
0,0,4467.925219,4067.339763;ONLY,Mueller
0,0,4529.992388,2872.693616;From,VAX
0,0,2017.861938,1713.853582;Subject,season
0,0,4251.826584,2048.025842;that,There
0,0,2695.234321,1690.511202;your,helluva
0,0,1404.975831,1439.841352;There,go
0,0,4966.965559,1864.412392;VAX,VAX
0,0,3218.289888,2660.408174;doing,There
0,0,4019.595262,1363.425169;all,all
0,0,2303.205096,1686.910783;From,like
0,0,4947.288417,1175.797518;like,Mueller
0,0,1184.528270,3319.080946;From,your
0,0,3973.655260,1639.250899;VAX,ya
0,0,1166.927331,4999.520842;go,season
0,0,1106.051023,2046.520304;There,Rene
0,0,3940.901871,4442.083168;ONLY,try
0,0,4977.656329,4208.904374;try,ya
0,0,3126.158745,3437.376864;VAX,ya
0,0,3380.375978,4757.832388;Rene,that
0,0,1735.243931,4424.194069;ya,that
0,0,3838.218083,3351.821317;season,There
0,0,3388.790036,4236.331694;From,Subject
0,0,2401.008502,2254.204316;your,go
0,0,1746.291822,2552.132014;that,ONLY
0,0,3140.486576,3393.590370;all,doing
0,0,1627.045893,1049.704116;try,help
0,0,1514.840725,3869.954680;vaxa,all
0,0,3021.635900,2419.434574;that,VAX
0,0,4558.972059,1676.042865;VAX,Mueller
0,0,4958.986584,4113.306246;PBM,Mueller
0,0,1612.356892,1753.837178;like,There
0,0,4334.196462,2003.940071;ya,ya
0,0,3533.228687,4681.784044;There,all
0,0,3775.648962,1800.044658;ya,ya
0,0,1491.649209,4584.692258;try,go
0,0,2944.274973,2917.887107;PBM,like
0,0,4919.167705,4874.286500;season,ya
0,0,3565.785405,4582.654290;Subject,VAX
0,0,1059.934106,2756.023081;Mueller,vaxa
0,0,4297.962768,3386.059720;small,help
0,0,2982.271445,4961.741918;go,apoplectic
0,0,4348.655527,3314.394872;like,your
0,0,2376.037694,4818.007609;all,small
0,0,1762.214649,1326.289361;your,try
0,0,1139.562488,3358.890856;Subject,help
0,0,2840.540692,2700.214552;Mueller,ya
0,0,3653.988085,3852.115891;help,help
0,0,1530.649631,4276.407813;There,apoplectic
0,0,1571.121171,2586.288275;your,Subject
0,0,3108.509429,4197.812347;There,VAX
0,0,3776.796196,2558.185699;season,ya
0,0,3414.870307,3173.006676;ya,like
0,0,2687.390628,4653.202529;Mueller,ONLY
0,0,1819.112155,4377.870085;There,that
0,0,2975.160803,3916.989587;VAX,Mueller
0,0,2550.452111,1582.875891;ya,doing
0,0,2593.532051,2196.446756;help,go
0,0,3726.518149,1327.607812;Rene,From
0,0,1422.130697,1603.370952;helluva,There
0,0,3934.813649,2780.609278;apoplectic,Subject
0,0,1332.942295,4483.949907;There,ONLY
0,0,1291.563314,3905.541450;your,help
0,0,3460.923327,1940.525614;all,VAX
0,0,3203.425481,1127.664107;doing,go
0,0,1910.682483,3793.529271;apoplectic,There
0,0,2960.323885,2377.971437;PBM,doing
0,0,2407.031838,1482.292768;Mueller,like
0,0,3253.119189,4465.480598;Rene,ONLY
0,0,1002.801143,1836.393206;doing,Rene
0,0,2715.595684,3565.870418;like,No string found with that index.
0,0,2126.000933,3564.362154;helluva,ONLY
0,0,1426.474346,4735.478082;ya,Rene
0,0,2462.130101,2308.302794;apoplectic,From
0,0,2951.008470,3223.185742;ya,Rene
0,0,1146.172426,4155.208625;go,all
0,0,3954.249480,2807.455868;VAX,go
0,0,2207.641790,2220.924861;help,ya
0,0,3630.768049,2755.166352;like,like
0,0,3374.655846,4726.085544;Mueller,apoplectic
0,0,2050.273363,4609.688182;Mueller,go
0,0,2542.405608,1637.781961;all,like
0,0,3807.291215,4583.320828;all,that
0,0,1727.928142,3730.071424;try,There
0,0,4959.401482,2149.491581;season,your
0,0,2860.294184,3399.432063;doing,ONLY
0,0,4217.100830,3373.599592;go,ya
0,0,4570.585755,3350.003342;try,ONLY
0,0,2342.623236,4618.756865;Mueller,Mueller
0,0,2095.900019,2993.549940;PBM,PBM
0,0,3953.553745,4515.668936;PBM,all
0,0,3865.219942,3458.686110;try,Subject
0,0,3336.373813,1052.782703;that,VAX
0,0,1298.061820,4451.313629;There,There
0,0,1535.190887,4874.353928;From,your
0,0,4546.881802,1786.864834;Subject,that
0,0,1379.351294,1347.994172;help,Subject
0,0,3441.229403,1896.309232;From,Mueller
0,0,2584.555941,2517.971096;your,There
0,0,3098.039753,3370.222590;Mueller,helluva
0,0,3916.729728,1524.602099;PBM,PBM
0,0,4420.844752,1726.851460;Subject,Subject
0,0,1148.373708,1508.947057;that,ya
0,0,2373.803348,1051.328405;like,go
0,0,1191.279123,2413.068945;ya,try
0,0,3582.243536,2068.145160;There,Mueller
0,0,2209.834868,4288.123772;PBM,helluva
0,0,4292.328439,2190.498267;Subject,From
0,0,4430.363521,2101.248964;that,Mueller
0,0,2506.845046,3769.663016;like,started
0,0,2094.379238,4223.503704;go,that
0,0,1651.687574,3685.496690;VAX,Rene
0,0,1696.685387,4111.254010;helluva,helluva
0,0,1637.243993,3042.134504;help,PBM
0,0,3194.020782,3528.021248;Mueller,helluva
0,0,3681.723712,1354.908468;season,try
0,0,3348.965890,3091.577198;There,PBM
0,0,2797.903159,3564.376798;PBM,From
0,0,3027.535580,1573.560028;like,ONLY
0,0,4598.146853,4737.330478;There,doing
0,0,2641.619095,2900.339392;There,season
0,0,3276.552340,1141.035910;season,ONLY
0,0,3609.120361,1372.825398;There,There
0,0,1494.340146,3457.321274;that,helluva
0,0,4597.786251,4993.234811;help,Mueller
0,0,2867.292804,2861.950803;help,doing
0,0,4047.584239,3425.422936;There,PBM
0,0,1178.436548,4574.101752;Rene,that
0,0,2074.854708,3811.448566;There,all
0,0,1939.316877,4375.568128;There,like
0,0,1467.252550,2184.999734;PBM,From
0,0,4665.332410,3728.298139;like,Mueller
0,0,3506.198961,2526.856947;your,PBM
0,0,2330.049036,3421.160726;Mueller,From
0,0,4452.696128,4956.256781;PBM,your
0,0,4245.725885,1854.034989;PBM,helluva
0,0,4582.153406,2019.118995;ONLY,helluva
0,0,3948.565487,3901.874916;Mueller,From
0,0,4815.591947,2234.506541;go,try
0,0,1533.251816,1819.204026;your,Subject
0,0,1982.824662,4878.354190;all,VAX
0,0,2299.239319,3821.438672;ya,started
0,0,4064.657333,1596.525882;helluva,all
0,0,1578.458191,2601.692357;Subject,doing
0,0,4479.484229,4146.382542;Rene,Mueller
0,0,1105.408183,2436.225111;Mueller,season
0,0,3538.164536,3528.567185;VAX,From
0,0,1009.947868,2727.767639;From,Subject
0,0,1127.892942,3946.174341;help,PBM
0,0,3228.499745,4657.365443;PBM,like
0,0,1084.054382,2193.636239;PBM,ya
0,0,1884.448703,3307.824396;VAX,that
0,0,3723.316402,3055.730956;ONLY,your
0,0,2475.152240,1203.589255;formats,go
0,0,3317.626918,1528.674308;helluva,your
0,0,2397.928862,2285.739472;helluva,all
0,0,2123.953958,2371.027008;Mueller,Rene
0,0,2230.508167,4873.366544;like,VAX
0,0,3079.486634,4397.484562;that,ONLY
0,0,2415.187336,3270.948904;your,VAX
0,0,2932.379872,1883.770492;your,all
0,0,2509.140969,1290.791076;that,There
0,0,3288.089555,1766.679356;helluva,try
0,0,2577.102031,4341.141390;apoplectic,go
0,0,3247.581763,4861.780612;have,helluva
0,0,4626.676951,4301.952909;ONLY,all
0,0,2344.366397,2463.080157;Rene,Rene
0,0,3990.920754,1945.721246;There,help
0,0,1886.755264,2014.870738;helluva,VAX
0,0,3675.047080,1615.250227;try,like
0,0,2201.037582,4533.746221;VAX,try
0,0,1957.772516,4048.811579;From,like
0,0,1064.218624,1307.649263;Subject,Mueller
0,0,1389.957727,4449.032213;PBM,doing
0,0,2124.262497,3910.907522;PBM,apoplectic
0,0,2654.533753,3772.661644;There,PBM
0,0,3787.003852,2381.236913;Subject,all
0,0,4705.406361,2861.285571;like,Rene
0,0,1114.052431,1045.282500;ya,No string found with that index.
0,0,1411.674450,3177.192458;PBM,that
0,0,2864.187213,2833.286739;season,helluva
0,0,2842.272106,4505.665057;go,VAX
0,0,2314.267909,2455.829660;that,help
0,0,2885.522223,3725.637065;season,PBM
0,0,2300.030324,4041.580342;ONLY,your
0,0,3941.533487,4160.820677;try,go
0,0,4387.518653,1823.534983;like,season
0,0,3744.066294,2730.616722;From,go
0,0,4185.749486,1107.084755;VAX,that
0,0,4518.364316,2747.629287;go,ONLY
0,0,1622.838422,1525.336678;Subject,help
0,0,4962.179720,1660.742544;apoplectic,Mueller
0,0,1929.120006,4256.285979;ONLY,ONLY
0,0,2364.653301,1646.972528;Rene,try
0,0,4421.840092,2059.850500;all,your
0,0,2741.123556,2624.339369;There,all
0,0,4905.939263,3209.111362;From,ONLY
0,0,2098.272200,1461.114774;VAX,Rene
0,0,3743.196267,2706.554952;PBM,PBM
0,0,1045.416484,4018.816762;all,try
0,0,2936.285694,3772.686864;that,help
0,0,1784.172398,2391.290366;ya,doing
0,0,1722.016656,2273.876837;apoplectic,season
0,0,3000.997825,2555.652049;help,go
0,0,1563.164780,2188.433480;apoplectic,that
0,0,2054.929002,2443.597516;like,that
0,0,1903.335030,4085.163509;your,Rene
0,0,1320.930399,3693.589639;doing,go
0,0,4793.238243,2305.559036;From,that
0,0,2502.892120,4443.672795;that,From
0,0,1502.884246,1407.216443;doing,try
0,0,1219.775701,1958.260031;apoplectic,your
0,0,3114.994544,3748.074328;There,doing
0,0,1246.014348,2476.003307;VAX,ONLY
0,0,4953.625812,4219.976723;season,like
0,0,2776.184613,1287.665743;Rene,Mueller
0,0,3116.940434,1811.300100;There,that
0,0,1613.532532,1841.410226;your,help
0,0,3021.724887,1694.833113;Rene,ONLY
0,0,3677.441092,3910.693428;From,There
0,0,1597.871824,3812.645232;apoplectic,help
0,0,4881.779226,1633.017129;that,PBM
0,0,3145.288637,4434.514989;ya,your
0,0,2711.971409,4175.974034;PBM,started
0,0,1693.124751,4857.814148;season,There
0,0,1552.133561,4126.241840;There,There
0,0,3969.318336,2779.728844;apoplectic,like
0,0,1879.766969,4626.242550;Subject,ya
0,0,3975.681903,3539.221888;Rene,doing
0,0,3361.503405,3789.495074;Subject,VAX
0,0,4026.730887,4357.441782;your,There
0,0,2986.864903,4764.268654;help,your
0,0,4792.980857,2568.464358;that,season
0,0,1549.225625,3550.257178;help,PBM
0,0,3545.265742,1271.434653;like,ya
0,0,1763.004636,3718.503544;your,Mueller
0,0,2995.326436,2384.998742;VAX,all
0,0,2466.773296,3292.882762;go,Subject
0,0,3617.936978,1014.866895;try,season
0,0,1665.435336,2117.996858;Mueller,helluva
0,0,1908.678820,1311.816596;try,ONLY
0,0,1549.362326,3068.106841;There,all
0,0,2032.631492,2262.093970;all,season
0,0,2950.740863,3705.953626;VAX,help
0,0,2942.392608,2550.591341;small,Rene
0,0,2349.153420,1453.646766;Subject,all
0,0,3638.940481,1980.452537;apoplectic,go
0,0,1631.339945,2135.427783;From,PBM
0,0,2136.887452,1369.937202;ONLY,like
0,0,4949.761044,4315.704759;your,season
0,0,4439.908466,3592.115632;like,like
0,0,1189.301399,4280.342890;Rene,From
0,0,3433.304824,4582.735842;Mueller,Rene
0,0,3102.164499,4855.510663;Mueller,small
0,0,2610.772911,3303.479698;that,ya
0,0,4686.559537,3541.835133;Rene,Rene
0,0,4242.579015,1722.460455;apoplectic,apoplectic
0,0,4655.025978,4043.950286;your,Rene
0,0,4553.815640,2752.991920;apoplectic,help
0,0,2079.143592,3363.215926;doing,help
0,0,1256.562987,4613.759959;helluva,Subject
0,0,2308.264891,4030.000430;season,From
0,0,3283.076064,4793.253895;your,all
0,0,4321.645790,1731.461727;try,like
0,0,1727.899746,4275.951803;Mueller,like
0,0,1641.757903,2880.805358;try,help
0,0,2311.997948,4623.427981;all,apoplectic
0,0,1717.950500,1393.621209;PBM,season
0,0,3725.740273,3810.060925;PBM,like
0,0,3696.421432,3955.730991;There,have
0,0,3078.768670,1944.260642;help,doing
0,0,2273.751025,2444.910841;that,ya
0,0,1013.194834,3164.259210;Rene,From
0,0,4048.353674,2579.248060;all,like
0,0,2666.642854,2644.908321;There,apoplectic
0,0,2099.381821,1094.471796;go,doing
0,0,3167.153057,1973.064210;Rene,VAX
0,0,2754.850061,3064.705106;this,that
0,0,3320.465250,4600.046258;ya,season
0,0,1306.566717,4710.477114;all,Mueller
0,0,1539.022018,1473.570489;doing,doing
0,0,2376.593959,2653.458462;There,helluva
0,0,4583.902166,3765.154555;season,your
0,0,4650.696009,4065.678976;VAX,all
0,0,3250.556584,1493.976769;There,ya
0,0,1171.582267,2089.525370;There,go
0,0,1860.779022,4310.156241;PBM,helluva
0,0,4465.684269,1612.353824;go,ONLY
0,0,4857.942678,1720.520892;vaxa,all
0,0,1588.534293,2085.368463;PBM,helluva
0,0,4675.369485,1381.012652;Mueller,There
0,0,2723.210173,2746.960998;apoplectic,doing
0,0,2479.211158,1056.858623;From,like
0,0,4109.601615,3855.847220;help,PBM
0,0,1892.673145,3989.295058;like,like
0,0,4722.848642,3338.063334;There,go
0,0,1133.036122,2266.307952;go,VAX
0,0,2629.785245,1958.123723;your,that
0,0,3824.213980,1847.010094;apoplectic,Subject
0,0,3778.435098,3317.010802;ONLY,season
0,0,3381.364522,1809.270360;PBM,VAX
0,0,4828.679186,1463.643268;ONLY,doing
0,0,4372.206041,4996.641347;apoplectic,There
0,0,1419.187169,1174.137986;Mueller,try
0,0,1340.496087,1225.091030;helluva,From
0,0,3853.102946,4875.638898;help,all
0,0,4477.995211,2424.884029;There,From
0,0,4224.190577,1519.215555;go,your
0,0,2595.813271,2576.666532;apoplectic,apoplectic
0,0,1071.987395,1784.888610;Rene,ONLY
0,0,4016.380738,1593.488769;help,go
0,0,2789.079547,3627.730834;There,ONLY
0,0,4666.414724,2617.313349;go,your
0,0,4519.574521,1600.947587;that,all
0,0,3974.949608,2395.501858;Subject,helluva
0,0,3198.185376,1680.465623;VAX,Rene
0,0,1659.607078,1267.774235;apoplectic,like
0,0,3436.202332,4079.233974;try,like
0,0,4317.394071,1893.855173;ONLY,go
0,0,3395.497430,2452.783938;PBM,Rene
0,0,1219.943856,3002.409998;try,ya
0,0,4763.543971,4449.557285;ONLY,There
0,0,1038.948904,1426.530484;season,helluva
0,0,2990.343061,1997.114842;ONLY,ONLY
0,0,1915.184178,4496.478244;ya,Rene
0,0,4993.174513,2886.738818;ya,PBM
0,0,2291.486813,4708.666347;Subject,Rene
0,0,4109.212338,4925.222833;PBM,Mueller
0,0,4272.129920,3225.518669;ONLY,There
0,0,2286.532307,3048.538396;your,From
0,0,1812.483438,4353.044948;that,help
0,0,4470.539818,3690.915997;that,all
0,0,4131.810764,1200.209227;like,that
0,0,4139.513763,3563.294647;all,Mueller
0,0,4124.883816,2572.801987;ya,ONLY
0,0,1318.835451,3830.086003;like,that
0,0,1769.274037,1077.967617;PBM,ONLY
0,0,1189.777037,1265.010519;doing,helluva
0,0,1824.847990,3311.705720;From,help
0,0,4247.755995,4295.661445;all,VAX
0,0,1801.942032,2501.274253;doing,go
0,0,4963.434901,1671.156533;Rene,Mueller
0,0,3554.966689,1706.256852;helluva,like
0,0,4263.640261,3324.142278;go,go
0,0,3843.528106,4398.214219;ya,apoplectic
0,0,4239.056627,3680.271608;your,help
0,0,3666.046487,4189.021751;VAX,season
0,0,2792.866181,4130.079258;Subject,There
0,0,4053.051739,2120.724235;VAX,try
0,0,2925.412763,3525.119409;From,go
0,0,3865.313885,3401.271533;Mueller,like
0,0,2777.021143,1600.521324;ONLY,Mueller
0,0,4853.381683,1552.044762;doing,season
0,0,4614.523269,4698.034726;PBM,your
0,0,1348.137053,3207.514837;There,From
0,0,1984.959943,2189.805155;doing,vaxa
0,0,3948.222358,2829.120733;go,go
0,0,4667.702877,2154.149431;that,ya
0,0,2214.325923,2582.634360;There,Mueller
0,0,2706.550347,2245.742481;PBM,all
0,0,3924.126340,4509.421920;ya,try
0,0,3152.540905,2339.357848;From,like
0,0,1909.221300,4404.445953;PBM,that
0,0,2458.339860,4890.193241;Mueller,help
0,0,2565.216433,3026.325456;that,Rene
0,0,3173.762039,2286.517313;season,helluva
0,0,4001.438283,3311.740469;help,all
0,0,3656.145368,3701.186211;ONLY,doing
0,0,3428.585856,1520.158609;Mueller,help
0,0,1340.115785,4464.564326;your,Subject
0,0,4385.773015,2985.017275;Subject,go
0,0,3302.908569,3679.000159;like,From
0,0,3786.248027,4531.631803;VAX,There
0,0,4740.491841,4196.673128;ya,From
0,0,1715.551990,4262.090216;doing,all
0,0,4385.287453,1839.360189;Subject,Subject
0,0,1398.141740,2679.807626;try,Rene
0,0,1469.215446,1610.130659;season,ya
0,0,1928.070907,4552.624715;ONLY,ONLY
0,0,2583.604973,2318.401108;Subject,try
0,0,4999.846583,4876.200496;try,all
0,0,3662.346522,3995.437734;that,apoplectic
0,0,2873.967922,4038.136445;From,all
0,0,4738.739751,1755.446528;go,ya
0,0,1485.266731,2584.572108;Subject,that
0,0,1967.009033,2343.630721;From,like
0,0,3635.032634,3699.299494;PBM,Subject
0,0,1905.767219,3299.816830;Mueller,doing
0,0,1680.388683,4864.138885;Subject,your
0,0,3724.814290,4243.553050;VAX,Subject
0,0,3309.861810,2272.893489;that,your
0,0,1796.103914,3319.231838;like,There
0,0,4403.019449,3148.846916;all,all
0,0,2878.991766,4311.266557;apoplectic,season
0,0,4290.514858,1002.569143;all,PBM
0,0,1956.903196,1441.655143;Mueller,season
0,0,3729.673476,1556.393069;ya,like
0,0,3891.291964,2165.702727;Rene,helluva
0,0,3308.497554,2196.384452;doing,ONLY
0,0,2001.362419,2029.214483;Subject,go
0,0,3475.849021,2787.138305;Mueller,VAX
0,0,4935.202794,3813.375679;go,your
0,0,4128.588507,3283.100019;try,like
0,0,2817.736486,4121.151861;From,There
0,0,2119.562418,4570.120910;your,apoplectic
0,0,4236.103991,3929.464753;helluva,helluva
0,0,2781.189381,2144.323243;Subject,doing
0,0,3148.929756,2679.386267;helluva,No string found with that index.
0,0,2430.985056,4107.910185;doing,From
0,0,2667.427594,4285.688024;There,season
0,0,1774.608519,2500.171900;PBM,VAX
0,0,4492.812002,2696.398678;ya,PBM
0,0,1040.592665,2508.350467;Rene,Mueller
0,0,4886.819751,4754.930447;go,season
0,0,1800.219398,3171.714687;Mueller,try
0,0,4535.423922,2371.003739;ONLY,VAX
0,0,2886.244210,2598.917850;Subject,season
0,0,3421.644502,3417.618236;ya,help
0,0,3220.643025,1950.210434;apoplectic,helluva
0,0,1987.359245,1870.208088;helluva,go
0,0,3211.664009,2858.147023;ONLY,Mueller
0,0,3823.698477,2574.197886;try,PBM
0,0,4807.940702,1523.993166;Rene,Mueller
0,0,3401.117872,1243.554078;doing,Subject
0,0,2757.676816,3212.545623;PBM,ya
0,0,4423.643576,4804.907039;like,your
0,0,2762.818406,1209.579754;Mueller,There
0,0,4045.041496,4526.238533;that,go
0,0,2985.270605,1338.828139;Rene,all
0,0,4967.304363,4986.452474;From,VAX
0,0,2209.258996,2371.964979;From,ya
0,0,1959.201909,3905.066087;help,all
0,0,3284.496304,4042.563677;help,ONLY
0,0,4172.576213,3766.798510;Mueller,season
0,0,2251.250694,3028.456717;help,From
0,0,4643.406193,3369.196999;your,helluva
0,0,2875.303720,4404.327305;PBM,go
0,0,3462.612874,4811.994807;No string found with that index.,Mueller
0,0,2714.956056,2809.269198;like,Subject
0,0,4820.420621,1299.932818;season,your
0,0,3039.272455,1536.071453;season,VAX
0,0,1887.119424,2812.677375;From,Subject
0,0,4918.881217,2812.701510;Subject,From
0,0,1418.016080,4567.634435;From,all
0,0,2170.491765,3510.853328;your,all
0,0,4172.289788,4037.513123;Rene,that
0,0,2768.496420,2971.900248;your,doing
0,0,1430.712652,1757.681437;Mueller,VAX
